query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
159,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year<=1969.0 AND mk.keyword_id=26468 AND mc.company_type_id=1;",2500.1841329489657,3361,16.807708889245987,0,0.0
160,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year<=1998.0 AND mi.info_type_id=15 AND mk.keyword_id=2153 AND t.phonetic_code=16611;",19.794582000000005,3367,18.79994198679924,0,0.0
161,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year<=2002.0 AND mk.keyword_id=9287 AND t.kind_id=1 AND mc.company_type_id=1;",12303.062610523393,43830,21.93743735551834,0,0.0
162,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year=2005.0 AND mk.keyword_id=2241 AND mi.info_type_id=13 AND t.kind_id=1;",1069.500337849456,1648,23.350194096565247,0,0.0
163,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=2005.0 AND mi.info_type_id=15 AND mc.company_type_id=2;",38098286.85193893,34508064,15.757720917463303,0,0.0
164,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id=4116 AND t.kind_id=1 AND mi.info_type_id=16 AND t.production_year>=2005.0 AND t.phonetic_code=4855;",8.78363926510762,576,28.729118406772614,0,0.0
165,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=1628 AND t.phonetic_code<=11468 AND mc.company_type_id=2 AND ci.role_id=1;",14991.34801545407,18826,15.14836773276329,0,0.0
166,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=2 AND mk.keyword_id=1629 AND t.production_year=2007.0 AND mc.company_type_id=1;",686.3863766582001,4408,19.57915723323822,0,0.0
167,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code>=6493 AND mk.keyword_id=667 AND t.production_year>=1988.0;",206884.62096297715,1115511,20.817894488573074,0,0.0
168,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.production_year=2009.0 AND t.kind_id=1;",39658445.6981279,172434659,23.53721112012863,0,0.0
169,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=2007.0 AND ci.role_id=10 AND mk.keyword_id=33607 AND mc.company_type_id=2 AND t.kind_id=1 AND t.phonetic_code>=8120;",33.3718530385647,620,28.304368257522583,0,0.0
170,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=2 AND t.phonetic_code=3307 AND ci.role_id=1;",229.91695379552152,29501,19.22338828444481,0,0.0
171,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=1 AND t.phonetic_code>=2007 AND mc.company_type_id=1 AND t.production_year=1944.0;",665618.505538296,2866481,18.510829657316208,0,0.0
172,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.kind_id=1 AND t.phonetic_code>=17710 AND mk.keyword_id=41213 AND t.production_year=2011.0 AND ci.role_id=10;",66.5745031827617,832,26.77192911505699,0,0.0
173,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=2003.0 AND t.phonetic_code<=3650 AND ci.role_id=1;",7062642.512976697,8461034,16.504548490047455,0,0.0
174,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=5796 AND t.production_year=2010.0 AND ci.role_id=10 AND t.kind_id=1 AND mk.keyword_id=1810;",94.20915121269675,3864,26.44003927707672,0,0.0
175,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=10 AND mc.company_type_id=2 AND t.phonetic_code>=16253;",17709611.984128676,51147544,11.782936751842499,0,0.0
176,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=2562 AND mc.company_type_id=2 AND t.kind_id=3;",18952457.20991978,18155630,18.653366714715958,0,0.0
177,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=865 AND t.phonetic_code=11760 AND ci.role_id=10 AND t.kind_id=1 AND mc.company_type_id=1;",1.3020168814885917,1178,21.24292030930519,0,0.0
178,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND t.phonetic_code=9920 AND mc.company_type_id=1 AND t.production_year>=2004.0 AND ci.role_id=1 AND ci.nr_order<=27.0;",35.16222785673131,138562,25.182243436574936,0,0.0
179,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=2001.0 AND mk.keyword_id=96980 AND t.phonetic_code=4421;",436.8024199582774,4050,23.74058961868286,0,0.0
180,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code<=924 AND ci.role_id=2 AND mk.keyword_id=486;",10923.414092311546,25935,11.449206620454788,0,0.0
181,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=1 AND t.phonetic_code=4205 AND mk.keyword_id=7300 AND t.production_year<=2003.0;",152.7470544041639,1035,24.749983102083206,0,0.0
182,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=2001.0 AND mk.keyword_id=7087 AND t.phonetic_code<=19937 AND ci.nr_order<=53.0;",21663.814232061733,43837,18.97667720913887,0,0.0
183,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code=3935 AND mc.company_type_id=2 AND t.kind_id=1;",3787.573307274305,213413,18.86409893631935,0,0.0
184,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND ci.role_id=2 AND mk.keyword_id=4021 AND t.phonetic_code<=9581 AND t.production_year=1995.0;",40.687260515553746,256,21.492738276720047,0,0.0
185,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND ci.role_id=10 AND mk.keyword_id=41720;",714.3017857332284,5306,9.302958846092224,0,0.0
186,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=2 AND ci.nr_order>=14.0 AND t.kind_id=1 AND mc.company_type_id=1 AND mk.keyword_id=4928;",5581.968979657486,82602,15.583336353302002,0,0.0
187,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.kind_id=1 AND t.production_year=1967.0;",2574177.6507253964,1054186,22.87643775343895,0,0.0
188,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=2011.0 AND mc.company_type_id=1 AND t.kind_id=1 AND ci.nr_order=19.0 AND mk.keyword_id=17901 AND ci.role_id=1;",2.274346218485969,72,25.02194419503212,0,0.0
189,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code=8125 AND mc.company_type_id=1 AND t.kind_id=1 AND ci.role_id=3;",309.3281764856523,93727,19.26329731941223,0,0.0
190,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.kind_id=1 AND ci.nr_order=35.0 AND t.imdb_index=2 AND t.phonetic_code=14784;",0.03315175385616747,7482,20.503465086221695,0,0.0
191,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=1500 AND mc.company_type_id=1 AND ci.role_id=10 AND t.production_year>=1998.0 AND t.kind_id=1 AND t.phonetic_code<=13871;",7937.84289244541,251648,26.112131774425507,0,0.0
192,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code=22138 AND mk.keyword_id=7499 AND t.kind_id=1;",436.80241995827737,4544,25.250699371099472,0,0.0
193,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND ci.role_id=1 AND t.kind_id=1 AND ci.nr_order<=16.0 AND mk.keyword_id=1302 AND t.phonetic_code>=18606;",1459.3966128953477,2803,21.55156433582306,0,0.0
194,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code=17139 AND mk.keyword_id=16410 AND t.kind_id=1 AND mc.company_type_id=2 AND t.production_year>=2004.0;",141.1532346354921,1280,26.331856846809387,0,0.0
195,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id=3081 AND t.phonetic_code<=16954;",474915.6050393742,1848563,14.34587687253952,0,0.0
196,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=2 AND t.production_year>=1994.0 AND t.phonetic_code>=3394;",204827717.4052775,234208032,15.981364995241165,0,0.0
197,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=2 AND mk.keyword_id=41729 AND ci.role_id=10;",2748.362773616719,14989,9.356088936328888,0,0.0
198,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=797 AND t.production_year=2008.0 AND ci.nr_order<=3.0;",16510.284314703214,12143,18.370773643255234,0,0.0
199,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=2 AND t.phonetic_code=2838 AND mk.keyword_id=2963 AND ci.nr_order>=51.0;",0.9535806758901827,58,16.955681145191193,0,0.0
200,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=664 AND ci.role_id=2 AND mc.company_type_id=2;",122391614.38866365,87249229,11.90737634897232,0,0.0
201,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=1996.0 AND mc.company_type_id=1 AND t.kind_id=1 AND mk.keyword_id=1074;",299584.64570844977,608073,26.04324370622635,0,0.0
202,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND t.phonetic_code=1459 AND ci.role_id=1 AND mc.company_type_id=1 AND t.production_year>=1948.0;",2760.0388292015873,750172,24.80800449848175,0,0.0
203,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND t.production_year<=2009.0 AND mk.keyword_id=137 AND mc.company_type_id=1 AND ci.role_id=1;",1098610.4992359127,2793775,25.85471048951149,0,0.0
204,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.nr_order=17.0 AND mk.keyword_id=26823 AND mc.company_type_id=1;",576.88480231345,5826,11.601805686950684,0,0.0
205,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=1 AND mk.keyword_id=28390 AND t.production_year=2005.0;",799.8842832071269,9870,26.27142146229744,0,0.0
206,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=2009.0 AND ci.nr_order=15.0 AND t.phonetic_code<=8971 AND mk.keyword_id=10833 AND mc.company_type_id=1;",100.45768474920575,65,21.672997623682022,0,0.0
207,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id=8976 AND t.production_year<=2011.0 AND ci.role_id=10;",1300.9766920777622,20746,15.535682439804077,0,0.0
208,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND ci.role_id=10 AND mk.keyword_id=5117;",11094.968449517133,179557,7.568255066871643,0,0.0
209,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mc.company_type_id=1 AND t.production_year<=1995.0 AND mk.keyword_id=4836;",40178.479491735496,110867,26.075515896081924,0,0.0
210,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=5269 AND t.phonetic_code=5491 AND t.production_year=2007.0 AND ci.role_id=10 AND mc.company_type_id=1;",10.056592124930063,300,21.398890763521194,0,0.0
211,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=10 AND t.kind_id=4 AND mk.keyword_id=11389;",158.13105105102045,1043,18.58409494161606,0,0.0
212,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=750 AND t.phonetic_code<=11015 AND ci.role_id=1 AND t.production_year>=1938.0 AND t.kind_id=1 AND mc.company_type_id=2;",117051.18319880948,113980,27.05659344792366,0,0.0
213,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code<=16517 AND mk.keyword_id=7300 AND t.kind_id=1 AND mc.company_type_id=1 AND ci.nr_order<=80.0;",30875.90835257609,180907,22.19173312187195,0,0.0
214,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>=10198 AND mc.company_type_id=1 AND mk.keyword_id=36567 AND t.production_year<=2008.0 AND ci.role_id=10;",53.112830534445884,923,20.697299391031265,0,0.0
215,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code=11274 AND t.kind_id=1 AND t.production_year=2002.0 AND ci.role_id=1;",2.20593608704508,398958,24.409335106611252,0,0.0
216,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=1 AND t.production_year>=2010.0 AND ci.nr_order=19.0;",322311.5020012931,1841791,14.519259333610535,0,0.0
217,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND t.imdb_index<=2 AND t.phonetic_code>=2681 AND ci.role_id=10 AND t.production_year>=2004.0;",463446.2419199108,31705797,24.164598435163498,0,0.0
218,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND ci.role_id=1 AND t.production_year>=2010.0 AND t.phonetic_code=730 AND mc.company_type_id=1;",681.6561562484363,167475,17.964541912078857,0,0.0
219,"SELECT COUNT(*) FROM cast_info ci, movie_companies mc, movie_keyword mk, title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND ci.role_id=2 AND t.phonetic_code=16973 AND t.production_year=1934.0;",121.96528433033359,2276,23.88181909918785,0,0.0
220,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.phonetic_code=2813 AND mi.info_type_id=17 AND t.kind_id=1 AND ci.role_id=1;",879.1763110143424,552,24.987049400806427,0,0.0
221,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi.info_type_id=77 AND t.phonetic_code<=1499 AND t.kind_id=1;",193799.58496232345,188771,20.50798386335373,0,0.0
222,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND ci.role_id=10 AND mi.info_type_id=7 AND t.kind_id=1;",5678973.524457692,12079848,6.932254880666733,0,0.0
223,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND ci.role_id=2 AND mi.info_type_id=16 AND mi_idx.info_type_id=100 AND ci.nr_order<=66.0 AND t.production_year<=2008.0 AND t.phonetic_code<=1517;",262158.7516831527,517247,24.142391979694366,0,0.0
224,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.phonetic_code<=8047 AND t.kind_id=1 AND t.imdb_index>=2;",7717103.570522929,7927570,18.77109333872795,0,0.0
225,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND ci.nr_order>=15.0 AND t.kind_id=1 AND ci.role_id=2;",12485694.590969935,52501155,5.807466804981232,0,0.0
226,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi.info_type_id=1 AND ci.role_id=10 AND t.production_year<=2001.0 AND t.phonetic_code<=15879 AND mi_idx.info_type_id=101 AND t.kind_id=1;",282797.5686268452,325683,28.68322655558586,0,0.0
227,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.kind_id=1 AND mi.info_type_id=16 AND t.phonetic_code<=12224 AND mi_idx.info_type_id=101 AND t.production_year>=2012.0;",970050.8684323783,1751786,28.31782028079033,0,0.0
228,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.kind_id=2 AND t.production_year=1999.0 AND t.series_years>=1269;",33384.62014009176,1049613,23.891080170869827,0,0.0
229,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.production_year>=1995.0 AND t.phonetic_code>=17088 AND ci.role_id=10 AND mi_idx.info_type_id=99 AND t.kind_id=1;",2523382.4806080223,11699947,23.883230984210968,0,0.0
230,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi.info_type_id=16 AND t.phonetic_code=18259 AND ci.role_id=3;",6186.692542019921,9783,14.530271291732788,0,0.0
231,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi_idx.info_type_id=100 AND t.phonetic_code=1517 AND t.production_year>=2008.0 AND ci.role_id=10;",99342.45779977055,46766,26.09335258603096,0,0.0
232,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND ci.role_id=3 AND mi.info_type_id=106 AND t.kind_id=1 AND t.production_year>=2011.0;",242404.51358632473,270854,24.226795881986618,0,0.0
233,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi_idx.info_type_id=99 AND t.phonetic_code=1282 AND t.kind_id=1 AND ci.nr_order>=31.0;",19272.01506377922,5513,26.126116514205933,0,0.0
234,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.phonetic_code=10837 AND mi.info_type_id=106 AND t.kind_id=1;",7814.012711192503,46395,20.995430648326874,0,0.0
235,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi.info_type_id=6 AND mi_idx.info_type_id=100 AND ci.nr_order>=9.0 AND t.production_year>=1998.0 AND t.episode_nr=2.0 AND t.season_nr=1.0;",2388.422692454776,4866,30.033256858587265,0,0.0
236,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.production_year>=1980.0 AND t.phonetic_code=6985 AND ci.nr_order=19.0;",154.49076361000115,252,19.061516970396042,0,0.0
237,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi_idx.info_type_id=100 AND t.phonetic_code=1807 AND t.kind_id=1 AND ci.role_id=2 AND mi.info_type_id=5 AND t.production_year<=1977.0;",217.39505350023654,119,28.19690853357315,0,0.0
238,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi_idx.info_type_id=101 AND mi.info_type_id=18 AND ci.role_id=1 AND t.kind_id=1 AND t.production_year>=2012.0 AND t.phonetic_code>=4415;",122136.75643080304,147747,28.863143175840378,0,0.0
239,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi_idx.info_type_id=101 AND t.production_year>=2010.0 AND t.phonetic_code>=1630 AND t.kind_id=1;",19173124.871797916,30786669,23.80179986357689,0,0.0
240,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.phonetic_code<=136 AND mi_idx.info_type_id=99 AND ci.role_id=1 AND t.production_year>=2004.0 AND t.kind_id=1;",158946.9279951958,287514,23.206055164337158,0,0.0
241,"SELECT COUNT(*) FROM cast_info ci, movie_info mi, movie_info_idx mi_idx, title t WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND mi_idx.info_type_id=112 AND t.kind_id=1 AND t.production_year>=2005.0 AND ci.role_id=1;",1296984.882390925,1143354,22.807803004980087,0,0.0
